Республика Северная Осетия – Алания;50,0;-;-;-;-;100;-;-;-;-;-;-;-;-;;;;
Чеченская Республика;-;100;100;-;-;100;-;-;-;-;-;100;-;-;;;;
Ставропольский край;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;
Приволжский     федеральный округ;44,4;42,1;35,3;9,1;11,1;30,0;25,0;14,3;-;42,9;20,0;40,0;-;-;;;;
Республика Башкортостан;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;
Республика Марий Эл;-;100;-;-;-;-;-;-;-;-;-;-;-;-;;;;
Республика Мордовия;50,0;25,0;-;-;-;50,0;25,0;100;-;-;-;-;-;-;;;;
Республика Татарстан;100;100;100;-;-;-;-;-;-;100;-;-;-;-;;;;
Удмуртская Республика;-;50,0;-;-;-;-;-;-;-;-;-;-;-;-;;;;
Чувашская Республика;-;-;-;-;-;-;100;-;-;-;-;-;-;-;;;;
Пермский край;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;
Кировская область;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;
Нижегородская область;50,0;50,0;50,0;-;-;-;-;-;-;-;-;-;-;-;;;;
Оренбургская область;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;
Пензенская область;-;-;-;-;-;-;100;-;-;-;-;-;-;-;;;;
Самарская область;100;33,3;100;-;-;-;-;-;-;-;-;-;-;-;;;;
Саратовская область;50,0;50,0;50,0;50,0;50,0;50,0;-;-;-;66,7;50,0;66,7;-;-;;;;
Ульяновская область;-;100;-;-;-;-;-;-;-;-;-;-;-;-;;;;
Уральский      федеральный округ;50,0;20,0;-;-;-;50,0;-;-;-;-;33,3;50,0;-;100;;;;
Курганская область;100;-;-;-;-;-;-;-;-;-;100;100;-;-;;;;
Свердловская область;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;
Тюменская область;-;-;-;-;-;-;-;-;-;-;-;-;-;100;;;;
в том числе:;;;;;;;;;;;;;;;;;;
Ханты-Мансийский    автономный округ – Югра;-;-;-;-;-;-;-;-;-;-;-;-;-;100;;;;
Ямало-Ненецкий   автономный округ;-;-;-;-;-;-;-;-;-;-;-;-;-;100;;;;
Тюменская область     без автономных округов;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;
Челябинская область;33,3;33,3;-;-;-;100;-;-;-;-;-;-;-;-;;;;
Сибирский     федеральный округ;70,0;50,0;42,9;75,0;66,7;100;100;100;-;-;50,0;-;-;-;;;;
Республика Алтай;-;-;-;-;;-;-;-;-;-;-;-;-;-;;;;
Республика Тыва;-;-;-;-;;-;-;-;-;-;-;-;-;-;;;;
Республика Хакасия;-;-;-;-;100;-;-;-;-;-;-;-;-;-;;;;
Алтайский край;80,0;50,0;50,0;100;100;-;100;100;-;-;-;-;-;-;;;;
Красноярский край;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;
Иркутская область;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;
Кемеровская область;-;-;-;-;-;100;100;100;-;-;-;-;-;-;;;;
Новосибирская область;100;50,0;100;-;-;-;-;-;-;-;-;-;-;-;;;;
Омская область;100;100;-;100;-;-;-;-;-;-;-;-;-;-;;;;
Томская область;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;
Дальневосточный    федеральный округ;50,0;60,0;75,0;50,0;33,3;33,0;50,0;50,0;100;66,7;50,0;50,0;50,0;80,0;;;;
Республика Бурятия;66,7;-;-;-;100;-;-;-;100;-;100;100;100;100;;;;
Республика Саха (Якутия);100;-;-;-;-;-;-;-;-;-;100;-;-;-;;;;
Забайкальский край;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;
Камчатский край;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;
Приморский край;100;100;66,7;100;-;-;-;-;-;100;-;-;-;100;;;;
Хабаровский край;-;-;-;-;-;-;-;-;-;-;-;-;100;100;;;;
Амурская область;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;
Магаданская область;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;
Сахалинская область;100;50,0;100;-;-;50,0;100;100;100;100;-;-;-;100;;;;
Еврейская автономная    область;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;
Чукотский автономный округ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;
?????;;;;;;;;;;;;;;;;;;
"1) Данные за 2005-2016 гг. приведены в соответствии с Общероссийским классификатором видов экономической деятельности ОК 029-2007 (КДЕС Ред. 1.1) ОКВЭД-2007; данные с 2017 г. - в соответствии с Общероссийским классификатором видов экономической деятельности ОК 029-2014 (КДЕС Ред. 2) ОКВЭД2.";;;;;;;;;;;;;;;;;;
2)  По данным бухгалтерской отчетности.;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
