Социально-экономические показатели по субъектам Российской Федерации;;;;;;;
12. ПРЕДПРИЯТИЯ И ОРГАНИЗАЦИИ;;;;;;;
ИНДИВИДУАЛЬНОЕ ПРЕДПРИНИМАТЕЛЬСТВО;;;;;;;
12.12. ИТОГИ ВЫБОРОЧНЫХ ОБСЛЕДОВАНИЙ;;;;;;;
12.12.2. Численность занятых в бизнесе индивидуального предпринимателя1);;;;;;;
"(по данным выборочных обследований индивидуальных предпринимателей; тысяч человек)";;;;;;;
;2011;2012;2013;20142);2016;2017;2018
Российская Федерация;5453,1;5647,1;5429,5;5645,7;5682,4;5811,6;5976,7
Центральный федеральный округ;1135,1;1248,7;1250,0;1266,2;1224,2;1420,6;1451,5
Белгородская область;83,0;82,7;73,2;91,7;85,7;97,1;91,2
Брянская область;45,1;46,3;44,6;46,7;41,6;40,4;40,1
Владимирская область;60,5;60,1;68,7;66,8;65,5;62,5;66,7
Воронежская область;102,3;102,5;96,1;99,8;87,1;84,1;102,1
Ивановская область;60,2;60,7;53,5;48,9;51,8;73,1;56,2
Калужская область;27,2;32,0;32,8;31,9;35,2;35,1;43,3
Костромская область;34,8;37,3;35,3;31,7;35,5;35,7;36,7
Курская область;54,6;56,3;53,7;53,9;53,5;52,7;52,1
Липецкая область;49,8;49,5;48,0;53,0;49,5;50,0;51,0
Московская область ;110,5;143,1;203,5;204,6;171,8;194,5;231,3
Орловская область;28,7;31,3;30,0;27,9;30,6;31,0;30,7
Рязанская область;41,3;42,3;40,3;51,6;51,5;36,4;40,0
Смоленская область;42,5;54,6;42,8;40,6;40,0;42,5;45,3
Тамбовская область;64,2;61,6;56,8;54,2;49,1;47,8;47,6
Тверская область;47,6;52,6;50,3;51,5;46,2;57,5;56,4
Тульская область;71,5;66,4;54,6;61,2;62,7;65,2;52,3
Ярославская область;56,2;64,7;62,2;53,2;58,0;57,9;54,7
г. Москва;155,1;204,6;203,6;197,0;208,8;357,0;354,0
Северо-Западный федеральный округ;511,2;541,8;518,7;520,5;481,5;510,7;573,7
Республика Карелия;23,6;23,1;22,1;20,5;22,5;23,9;24,2
Республика Коми;44,9;47,4;43,2;43,6;40,1;38,0;33,3
Архангельская область;59,0;68,9;63,7;57,8;49,7;57,3;54,9
в том числе: ;;;;;;;
Ненецкий автономный округ;1,1;1,2;1,9;1,7;1,2;2,1;2,3
Архангельская область      без автономного округа;58,0;67,7;61,8;56,1;48,5;55,2;52,6
Вологодская область;50,2;56,6;55,6;57,5;54,3;61,0;60,6
Калинингpадская область;38,3;43,1;39,0;44,4;45,7;45,5;36,1
Ленинградская область;61,2;55,0;54,0;69,7;69,5;67,9;80,6
Мурманская область;13,8;28,9;27,1;17,9;20,6;17,9;19,4
Новгородская область;29,3;28,6;28,1;26,1;27,9;26,9;28,5
Псковская область;22,0;22,1;18,7;19,0;20,2;22,7;24,8
г. Санкт-Петербург;168,8;168,0;167,1;164,0;130,9;149,6;211,4
Южный                 федеральный округ;655,3;721,5;693,5;687,0;863,7;857,5;826,0
Республика Адыгея;21,2;16,7;17,4;15,2;16,2;14,1;16,7
Республика Калмыкия;17,5;18,1;15,7;13,1;13,0;14,9;13,6
Республика Крым;;;;13,3;120,4;116,1;98,3
Краснодарский край;275,7;323,9;302,0;272,7;334,4;306,5;294,4
Астраханская область;57,5;61,7;65,8;79,1;62,8;47,5;52,6
Волгоградская область;83,4;86,6;87,6;81,2;75,0;88,6;90,5
Ростовская область;199,9;214,5;205,0;210,4;219,8;240,5;238,9
г. Севастополь;;;;2,0;22,2;29,2;21,0
Северо-Кавказский федеральный округ;350,9;365,0;395,7;367,7;313,1;319,8;298,0
Республика Дагестан;68,4;92,2;98,1;65,4;31,8;44,1;42,6
Республика Ингушетия;13,9;11,3;17,8;11,1;18,8;22,6;22,2
Кабардино-Балкарская Республика;52,1;41,5;49,4;54,6;38,0;34,0;27,2
Карачаево-Черкесская Республика;17,4;18,3;16,3;16,4;17,9;18,5;17,4
Республика Северная Осетия – Алания;24,1;23,0;19,6;15,8;19,2;18,6;16,5
Чеченская Республика;40,9;40,3;48,3;48,5;53,6;57,7;54,3
Ставропольский край;134,3;138,5;146,2;155,9;133,9;124,2;117,8
Приволжский федеральный округ;1137,8;1143,9;997,5;1053,3;1123,5;1116,9;1135,7
Республика Башкортостан;137,9;150,5;102,8;136,5;137,2;116,8;138,6
Республика Марий Эл;24,7;27,8;26,4;23,1;25,0;33,4;26,4
Республика Мордовия;34,8;43,5;32,7;27,4;27,3;30,2;32,4
Республика Татарстан;134,5;121,7;121,6;116,5;114,9;145,1;151,8
Удмуртская Республика;62,7;61,9;58,3;62,2;62,3;60,9;62,4
Чувашская Республика;56,0;51,1;40,9;38,8;45,7;44,9;47,0
Пермский край;138,3;146,5;126,6;127,5;144,9;134,0;129,4
Кировская область;77,8;73,6;67,4;70,7;67,8;65,3;63,0
Нижегородская область;93,9;91,8;62,3;91,6;112,9;83,8;80,7
Оренбургская область;70,8;82,0;67,9;78,6;80,9;74,5;78,4
Пензенская область;58,5;57,3;57,7;57,6;67,9;72,3;70,8
Самарская область;91,3;110,4;91,9;87,9;85,6;100,1;102,3
Саратовская область;111,2;77,6;96,4;91,8;105,2;107,3;100,3
Ульяновская область;45,3;48,1;44,8;43,1;45,9;48,3;52,1
Уральский            федеральный округ;506,9;482,8;484,3;578,6;552,4;481,2;542,1
Курганская область;33,7;33,6;37,2;35,1;32,9;30,3;29,3
Свердловская область;198,5;200,8;223,0;259,5;241,4;175,5;249,7
Тюменская область;124,4;100,6;92,7;110,0;129,9;127,5;133,6
в том числе:;;;;;;;
Ханты-Мансийский      автономный округ – Югра;54,2;41,7;36,0;44,9;52,5;52,4;56,0
Ямало-Ненецкий автономный округ;18,3;16,6;14,4;17,9;22,7;20,4;20,4
Тюменская область     без автономных округов;51,9;42,3;42,3;47,2;54,7;54,8;57,2
Челябинская область;150,3;147,9;131,4;174,1;148,2;147,9;129,5
Сибирский           федеральный округ;747,3;734,4;702,1;772,6;713,8;726,3;750,8
Республика Алтай;13,9;12,4;11,4;11,0;9,0;13,9;10,4
Республика Тыва;23,3;15,9;15,8;15,3;13,6;16,7;16,4
Республика Хакасия;50,7;34,6;33,7;31,7;33,9;35,0;34,5
Алтайский край;99,6;91,3;85,0;92,2;80,9;77,0;82,0
