Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
14. СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, РЫБОЛОВСТВО И РЫБОВОДСТВО;;;;;;;;;;;;;;;;;;;
СЕЛЬСКОЕ ХОЗЯЙСТВО;;;;;;;;;;;;;;;;;;;
РАСТЕНИЕВОДСТВО;;;;;;;;;;;;;;;;;;;
14.16. УРОЖАЙНОСТЬ ПОДСОЛНЕЧНИКА1);;;;;;;;;;;;;;;;;;;
"(в хозяйствах всех категорий; центнеров с одного гектара убранной площади)";;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;9,0;7,8;9,7;10,0;10,2;11,9;11,4;11,3;12,3;11,5;8,9;12,5;12,2;14,5;13,1;14,2;15,1;14,5;16,0
Центральный федеральный округ;9,9;8,8;10,7;11,2;9,6;12,2;12,5;15,1;15,2;15,6;10,3;19,5;17,4;20,2;18,0;21,5;21,6;18,8;23,6
Белгородская область;14,3;12,8;14,6;13,9;10,2;13,0;15,3;18,8;17,5;17,4;12,9;20,9;18,7;24,7;21,2;24,6;26,4;21,8;27,8
Брянская область;2,3;2,0;-;-;-;-;-;10,3;10,0;-;16,2;15,9;14,3;9,5;13,2;19,5;28,6;30,5;33,8
Владимировская область;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Воронежская область;11,1;9,1;10,7;12,1;10,1;12,5;12,9;15,8;16,2;15,8;10,2;20,3;18,2;21,5;19,9;23,0;23,4;19,9;25,6
Ивановская область;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Калужская область;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21,4;5,2;4,0;-
Костромская область;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Курская область;7,8;5,2;8,8;8,3;6,1;8,3;9,5;13,9;15,0;14,6;10,4;20,2;17,8;20,8;18,9;21,9;22,9;21,1;24,6
Липецкая область;8,8;8,3;10,2;10,2;11,4;13,9;13,9;16,2;17,5;17,2;11,1;21,4;19,1;19,1;16,2;20,8;20,1;17,8;22,1
Московская область;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Орловская область;7,5;6,0;9,2;9,9;9,0;1,2;13,4;-;15,4;14,9;12,7;22,0;17,7;21,1;20,0;21,7;22,2;18,7;24,5
Рязанская область;4,6;3,1;10,2;6,5;10,0;11,6;8,3;13,6;8,8;18,7;8,0;16,0;14,5;15,5;16,5;16,8;16,6;14,1;20,2
Смоленская область ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13,1
Тамбовская область;6,6;6,6;8,5;8,3;8,3;11,2;9,8;12,0;12,0;14,1;8,5;16,8;15,4;17,6;15,0;19,1;17,9;16,2;20,2
Тверская область;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Тульская область;6,9;4,7;9,6;12,1;6,4;8,6;6,1;8,4;7,7;5,4;11,9;14,4;15,1;17,9;16,7;21,7;17,3;12,6;21,7
Ярославская область;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
