Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;
21. ЦЕНЫ И ТАРИФЫ;;;;;;;;;;;;;;;;
ДИНАМИКА ЦЕН В ПРОИЗВОДСТВЕННОМ СЕКТОРЕ;;;;;;;;;;;;;;;;
21.10. ИНДЕКСЫ ЦЕН ПРОИЗВОДИТЕЛЕЙ ПРОМЫШЛЕННЫХ ТОВАРОВ ПО ВИДАМ ЭКОНОМИЧЕСКОЙ ДЕЯТЕЛЬНОСТИ 1) ;;;;;;;;;;;;;;;;
21.10.3. Добыча полезных ископаемых в соответствии с ОКВЭД  в 2000-2016 гг.;;;;;;;;;;;;;;;;
"(декабрь к декабрю предыдущего года; в процентах)";;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2012;2013;2014;2015;2016
Российская Федерация;149,1;104,0;125,8;101,8;164,7;131,0;101,6;152,3;61,6;149,2;117,1;109,3;107,0;98,4;109,8;107,9
Центральный     федеральный округ;…;…;118,9;140,1;201,2;85,8;151,1;112,8;103,4;114,5;144,5;91,9;104,0;90,3;103,3;123,0
Белгородская область;114,4;125,8;126,0;139,6;251,0;74,4;166,3;102,9;112,6;65,2;183,3;85,4;112,3;69,6;100,9;129,9
Брянская область;125,7;119,0;119,9;111,1;125,3;122,6;108,8;98,1;128,6;121,7;103,1;109,4;95,1;127,5;100,0;100,0
Владимирская область;133,5;118,5;125,1;117,7;123,9;104,6;112,3;101,1;127,2;94,3;102,3;109,1;120,5;101,2;99,5;97,7
Воронежская область;156,6;95,3;126,4;105,9;116,3;107,1;113,0;186,2;100,3;100,3;100,8;116,7;104,5;124,0;91,9;109,2
Ивановская область;172,9;111,6;113,0;141,7;118,7;114,1;142,2;116,3;115,5;103,6;96,2;123,3;101,2;91,8;97,7;99,8
Калужская область;156,9;124,2;147,7;109,6;110,4;111,4;111,7;103,9;108,4;83,3;121,7;97,1;105,0;76,3;91,7;102,7
Костромская область;118,9;134,2;117,2;124,1;134,1;118,0;116,4;99,8;133,3;109,7;99,8;115,6;111,1;96,1;94,4;113,9
Курская область;86,8;205,1;96,3;159,9;225,6;74,0;158,1;115,4;112,5;69,2;206,4;78,3;111,6;71,0;117,7;130,4
Липецкая область;131,6;144,2;116,8;124,7;123,5;116,0;110,5;120,6;135,4;99,1;108,8;106,2;114,4;101,2;105,0;109,7
Московская область;137,2;145,9;119,5;162,9;110,0;120,6;111,4;142,8;74,6;93,3;110,4;102,2;121,3;104,4;98,3;106,4
Орловская область;111,3;114,5;118,2;137,6;119,4;134,2;118,0;107,1;125,0;98,8;109,3;134,5;115,6;94,7;100,0;85,6
Рязанская область;145,1;125,4;119,0;111,5;128,6;110,7;114,4;123,4;118,4;99,4;105,2;110,9;103,6;93,4;100,7;100,3
Смоленская область;150,8;116,7;102,6;113,3;132,2;108,3;119,7;116,3;117,1;93,6;105,5;116,9;97,3;88,2;89,9;111,5
Тамбовская область;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;… 
Тверская область;124,0;105,0;124,4;101,9;116,0;125,9;108,5;101,3;123,7;96,4;111,1;98,3;96,0;113,4;88,6;103,5
Тульская область;132,4;132,6;109,4;120,8;121,9;107,6;111,0;119,3;118,9;103,4;104,7;110,5;108,3;99,6;97,2;108,8
Ярославская область;126,4;126,8;119,8;129,4;119,5;104,1;113,3;119,6;123,6;92,7;102,9;106,8;85,1;100,1;98,9;99,6
г. Москва;125,9;134,5;100,0;128,5;100,0;95,7;101,0;148,0;99,7;126,0;140,9;92,8;102,5;94,2;… ;… 
Северо-Западный    федеральный округ;…;…;120,3;120,9;113,3;131,5;108,3;152,6;63,5;147,2;117,8;98,8;107,5;98,2;115,6;110,3
Республика Карелия;160,0;111,6;140,0;109,9;112,7;140,3;132,3;116,1;97,3;82,5;189,2;82,2;115,4;82,0;107,0;137,7
Республика Коми;121,4;95,9;121,6;125,4;96,3;145,7;110,7;147,3;59,1;153,3;124,4;99,8;103,3;96,4;108,9;115,5
Архангельская область;102,0;63,0;149,5;96,2;124,3;115,4;97,2;204,7;19,8;481,0;109,7;104,6;109,5;97,0;111,2;99,6
в том числе:;;;;;;;;;;;;;;;;
Ненецкий автономный округ;100,5;61,9;150,9;96,0;124,6;115,5;96,7;205,7;18,6;514,5;109,7;99,8;113,4;95,8;111,9;99,5
Архангельская область    без автономного округа;;;;;;;;;;;;;85,3;111,3;105,5;103,3
Вологодская область;126,2;114,9;…;…;115,3;115,5;114,6;111,6;102,8;107,6;103,5;111,3;104,7;112,0;105,5;111,0
Калининградская область;155,8;72,0;72,7;107,6;116,1;130,3;81,3;151,7;60,8;113,7;124,0;99,5;107,8;97,5;92,4;105,5
Ленинградская область;122,6;140,8;121,7;187,4;133,5;131,6;121,6;121,5;127,5;100,3;96,1;113,8;100,6;120,0;93,1;104,1
Мурманская область;126,9;113,9;116,7;110,4;140,5;110,6;117,0;118,1;163,0;90,4;130,1;101,1;113,8;107,7;144,1;96,6
Новгородская область;129,6;171,0;115,7;112,8;124,0;135,4;116,2;114,3;109,9;106,9;105,6;107,3;108,8;102,1;92,9;97,7
Псковская область;111,7;121,8;103,7;154,2;113,8;104,8;110,9;100,0;119,5;98,4;101,8;100,6;103,4;103,1;114,9;115,7
г. Санкт-Петербург;…;…;…;…;…;…;…;…;…;…;…;…;…;…;…;… 
Южный             федеральный округ2);…;…;117,9;106,8;129,2;126,3;112,1;123,3;118,8;114,4;134,4;104,0;106,1;100,4;112,6;110,6
Республика Адыгея;266,0;106,3;148,5;99,9;125,3;104,4;116,7;118,9;163,9;71,9;157,5;106,1;101,3;96,9;106,8;119,6
Республика Калмыкия;100,0;133,8;102,9;100,0;150,0;100,0;169,5;94,0;84,7;149,0;168,8;90,8;118,7;98,7;89,6;77,8
Республика Крым;;;;;;;;;;;;;;…;113,2;104,5
Краснодарский край;84,6;115,6;127,0;94,3;145,5;131,3;114,7;111,7;144,2;62,0;162,6;104,5;104,4;98,8;137,0;106,4
Астраханская область;102,8;121,2;114,9;89,1;158,8;114,6;120,0;105,9;52,3;295,0;123,3;98,1;112,3;108,5;101,2;119,8
Волгоградская область;166,9;91,5;133,1;120,9;135,2;132,7;105,3;167,1;42,3;194,6;137,3;111,9;104,4;84,9;118,5;104,8
Ростовская область;171,4;129,2;104,1;115,6;106,5;124,4;109,3;119,7;144,8;80,0;127,6;99,2;99,2;110,7;104,5;103,5
г. Севастополь;;;;;;;;;;;;;;…;106,1;131,8
Северо-Кавказский         федеральный округ;…;…;118,4;114,4;111,4;127,1;116,8;115,9;71,2;172,3;121,7;104,9;105,8;93,2;104,0;94,5
Республика Дагестан;147,0;75,1;156,2;91,3;108,7;90,0;110,9;162,1;57,1;165,4;103,8;106,3;107,4;90,8;119,9;103,6
Республика Ингушетия ;131,7;67,8;158,9;70,2;149,7;98,9;138,6;89,6;79,5;133,2;142,1;96,6;…;101,9;92,7;107,8
Кабардино-Балкарская Республика;108,0;145,7;119,5;112,3;102,6;100,0;167,1;120,0;86,0;99,0;100,0;75,3;100,0;100,0;100,0;100,0
Карачаево-Черкесская Республика;157,4;101,1;99,0;140,3;107,4;158,3;130,3;105,4;123,8;106,6;140,6;100,7;99,7;132,7;96,1;106,1
Республика Северная Осетия – Алания;…;…;…;…;135,9;100,0;136,0;116,4;150,8;100,0;100,0;96,8;102,8;100,0;105,0;91,4
Чеченская Республика ;…;…;…;…;…;144,0;112,1;100,0;35,9;239,6;128,7;106,9;107,5;86,9;135,4;86,5
Ставропольский край;122,4;128,8;106,5;120,6;108,0;108,4;119,5;132,8;119,0;82,6;102,5;103,9;106,0;88,2;92,6;85,8
Приволжский     федеральный округ;…;…;131,3;106,0;165,2;129,9;109,3;175,1;38,9;225,6;114,1;102,5;109,0;97,1;116,8;106,2
Республика Башкортостан;200,7;76,0;134,1;74,9;185,3;137,2;139,9;141,4;31,5;254,8;123,2;118,7;112,4;104,5;132,4;97,1
Республика Марий Эл;132,9;138,8;122,9;119,7;108,5;105,4;120,0;112,4;119,4;105,8;102,0;107,3;106,0;107,0;103,7;103,6
Республика Мордовия;…;…;…;…;…;…;…;100,1;123,7;91,1;100,0;101,2;94,4;109,8;100,0;93,0
Республика Татарстан;141,1;62,2;140,9;108,6;148,4;135,4;93,5;195,5;44,3;219,7;104,0;95,4;109,9;93,5;117,3;100,0
Удмуртская Республика;134,0;88,9;121,1;147,0;104,5;131,8;130,1;160,7;34,4;239,7;115,2;106,6;112,8;99,7;104,9;117,9
Чувашская Республика;135,1;131,0;106,3;100,0;112,1;119,2;127,1;134,2;171,9;99,3;100,0;115,8;103,5;105,6;96,8;84,9
Пермский край;169,9;92,6;119,1;113,4;171,2;116,4;85,7;174,2;22,4;298,7;130,9;93,1;104,5;88,5;116,3;107,9
Кировская область;147,7;96,7;115,9;123,9;110,5;105,0;109,7;116,0;120,2;116,8;103,6;107,0;109,5;103,4;102,4;108,8
Нижегородская область;118,1;128,8;104,1;125,1;125,5;132,4;118,6;121,6;110,1;62,5;106,3;120,9;104,5;101,9;115,0;100,5
Оренбургская область;135,1;94,7;116,8;114,1;191,9;114,3;125,0;164,5;44,7;192,2;115,7;103,5;109,5;100,0;130,3;99,6
Пензенская область;102,4;131,3;102,4;125,9;124,5;117,1;116,0;120,6;119,9;98,2;100,0;125,1;104,6;93,8;101,6;95,4
Самарская область;188,9;126,6;133,1;90,5;210,7;148,9;95,0;177,6;35,1;270,3;101,7;107,2;108,8;101,5;95,9;124,2
Саратовская область;140,5;104,7;118,7;115,9;222,0;111,5;110,6;161,4;47,5;181,6;114,2;103,9;105,8;95,9;109,1;109,6
Ульяновская область;72,4;106,8;112,6;136,2;157,3;138,7;106,0;157,9;39,1;206,6;114,7;115,1;104,5;99,2;104,6;138,4
Уральский       федеральный округ;…;…;127,3;95,1;178,9;136,5;92,6;154,5;64,3;159,2;115,8;120,0;107,1;98,6;111,0;102,9
Курганская область;180,4;124,6;109,2;109,1;94,6;109,8;132,0;109,8;120,2;103,5;98,4;105,5;101,6;100,0;100,6;100,1
Свердловская область;138,4;94,4;128,0;111,4;183,4;101,3;148,9;106,1;96,4;88,6;170,3;83,6;110,9;86,1;123,4;109,4
Тюменская область;160,4;115,4;127,5;93,3;179,4;137,3;92,6;155,7;63,5;162,9;115,0;120,7;107,1;98,4;111,0;102,7
в том числе:;;;;;;;;;;;;;;;;
Ханты-Мансийский автономный     округ – Югра;161,1;107,6;124,8;96,0;169,9;141,2;87,9;162,6;55,5;188,1;116,2;109,5;106,9;91,5;114,1;108,2
Ямало-Ненецкий автономный    округ;160,5;142,0;153,4;94,6;200,1;126,8;106,7;130,7;89,0;127,7;105,1;156,6;105,9;116,3;104,3;87,6
Тюменская область      без автономных округов;;;;;;;;;;;;;113,2;81,1;114,8;118,2
Челябинская область;109,5;130,1;105,5;111,8;118,2;115,0;138,1;108,9;98,6;94,7;115,1;131,3;108,5;137,4;102,6;106,1
Сибирский     федеральный округ;…;…;117,6;109,4;170,2;128,4;99,6;144,2;91,5;105,3;131,9;93,1;106,3;101,8;106,6;126,6
Республика Алтай   ;…;…;112,9;106,5;109,7;113,7;116,3;104,6;82,8;138,0;141,8;99,4;79,7;122,8;136,4;113,0
Республика Бурятия;101,5;99,6;99,2;117,7;260,3;106,9;64,1;151,3;117,0;101,4;113,9;107,2;103,3;111,1;105,1;113,3
Республика Тыва;117,6;155,7;133,1;113,0;104,1;112,8;121,3;108,4;121,9;145,8;135,0;118,4;105,3;106,3;100,3;112,7
Республика Хакасия;134,3;161,8;120,8;99,8;152,3;117,1;110,3;120,1;137,6;97,9;157,8;119,4;113,1;111,2;98,2;96,7
Алтайский край;117,2;113,7;117,8;101,8;105,7;135,3;121,8;108,3;111,5;105,4;116,9;100,9;100,4;138,6;91,0;128,7
Забайкальский край;124,5;131,9;96,4;96,2;202,1;117,5;107,4;111,5;121,9;104,8;120,2;95,6;85,9;116,9;101,5;108,0
Красноярский край;135,0;95,7;127,3;114,3;172,2;131,1;132,5;164,3;53,3;148,4;126,6;110,2;111,7;96,2;99,2;115,7
Иркутская область;112,2;119,7;125,9;104,3;138,0;117,3;141,2;117,3;117,6;112,1;132,7;107,0;98,4;133,4;106,4;104,7
Кемеровская область;146,9;108,7;108,1;114,4;163,2;114,4;95,6;125,4;132,1;89,1;147,5;75,0;92,5;103,4;118,3;162,1
Новосибирская область;137,3;111,0;117,0;106,7;114,4;127,6;113,9;140,6;108,7;96,3;129,1;108,4;103,7;99,2;113,1;108,7
Омская область;123,6;137,1;100,8;128,0;100,6;125,4;160,7;111,4;125,5;181,0;100,4;112,7;100,5;100,4;152,1;108,0
Томская область;184,8;129,0;150,2;98,3;194,8;179,7;79,9;194,2;33,8;203,5;114,2;97,0;135,6;93,0;102,1;122,0
Дальневосточный      федеральный округ;…;…;113,1;106,2;109,9;114,8;106,3;102,7;123,1;107,7;109,8;111,0;95,3;111,0;119,6;111,6
Республика Саха (Якутия);123,8;109,3;109,2;106,0;107,2;106,8;100,1;106,0;126,4;104,3;101,8;109,0;96,3;107,9;120,4;102,8
Камчатский край;135,9;119,3;118,6;105,2;120,6;109,0;111,3;112,6;85,2;157,7;116,1;108,9;72,9;114,8;100,8;101,6
Приморский край;113,6;143,6;103,7;108,7;114,3;99,7;104,3;116,1;112,0;92,9;148,7;112,4;106,1;107,9;108,4;112,0
Хабаровский край;106,9;109,5;119,1;122,4;119,6;125,6;111,3;104,9;115,0;113,8;125,8;105,5;105,2;104,6;100,6;98,9
Амурская область;110,7;134,2;132,9;106,9;102,3;102,0;112,6;112,6;125,4;138,5;114,0;100,1;79,1;125,1;118,4;109,3
Магаданская область;95,5;108,5;134,7;112,2;104,6;108,2;147,8;65,0;121,9;143,0;202,1;102,9;80,3;104,8;160,5;116,1
Сахалинская область;148,4;107,5;116,4;98,6;119,6;152,4;103,1;101,8;121,3;104,5;102,9;113,0;115,8;124,1;102,7;125,0
